Date,Open,High,Low,Close,Adj Close,Volume
2/8/2019,2185.50,2190.42,2075.00,2084.74,1872.41,1234030
2/11/2019,2043.40,2145.96,2033.10,2075.31,1863.94,2619820
2/12/2019,2047.00,2130.00,2007.00,2113.75,1898.46,2590360
2/14/2019,2016.00,2058.81,1990.00,2001.64,1797.77,1403410
2/15/2019,2014.73,2037.72,1993.20,2023.41,1817.32,1235950
2/18/2019,2043.30,2045.00,2004.77,2015.52,1810.24,850970
2/19/2019,2020.00,2046.45,2012.10,2040.98,1833.10,654740
2/20/2019,2041.50,2065.00,2038.00,2052.85,1843.77,698580
2/21/2019,2045.00,2063.47,2025.00,2044.74,1836.48,670210
2/22/2019,2057.70,2070.00,2030.00,2059.54,1849.78,740010
2/25/2019,2069.99,2078.09,2050.00,2070.48,1859.60,462600
2/26/2019,2067.00,2087.50,2040.01,2062.00,1851.98,878770
2/27/2019,2078.08,2078.08,2030.20,2040.78,1832.92,624010
2/28/2019,2064.90,2064.90,1980.00,1986.91,1784.54,1870270
3/1/2019,1990.40,2003.19,1972.00,1994.86,1791.69,984330
3/5/2019,1950.00,2187.70,1932.00,2150.54,1931.50,4523630
3/6/2019,2151.00,2180.00,2140.50,2150.40,1931.37,1265860
3/7/2019,2154.90,2170.00,2141.13,2152.15,1932.95,831150
3/8/2019,2152.00,2209.34,2140.00,2187.10,1964.35,1957920
3/11/2019,2194.85,2314.52,2189.50,2297.25,2063.27,2485590
3/12/2019,2300.10,2335.50,2227.29,2246.20,2017.42,1992480
3/13/2019,2248.88,2289.80,2246.20,2277.73,2045.74,1461680
3/14/2019,2280.00,2298.70,2250.10,2261.99,2031.60,968750
3/15/2019,2283.80,2283.80,2242.60,2261.24,2030.93,981900
3/18/2019,2260.00,2279.99,2210.20,2225.14,1998.51,993140
3/19/2019,2224.00,2224.00,2157.96,2175.91,1954.29,2011750
3/20/2019,2166.00,2185.00,2119.00,2133.80,1916.47,1371030
3/22/2019,2133.80,2167.46,2127.50,2144.69,1926.25,2168820
3/25/2019,2139.00,2139.00,2105.09,2115.14,1899.71,994230
3/26/2019,2127.50,2144.42,2100.50,2138.20,1920.42,1098830
3/27/2019,2140.10,2148.50,2085.56,2097.42,1883.79,1175880
3/28/2019,2102.40,2130.00,2078.10,2089.90,1877.04,1255610
4/1/2019,2078.87,2078.87,1998.55,2004.84,1800.64,1953970
4/2/2019,2031.00,2119.10,2030.10,2058.35,1848.70,3146450
4/3/2019,2040.00,2047.60,2011.22,2020.27,1814.50,1232650
4/4/2019,2024.00,2060.00,1992.10,2048.96,1840.27,1675580
4/5/2019,2060.50,2102.94,2060.01,2098.03,1884.34,1276880
4/8/2019,2112.40,2118.90,2054.36,2061.26,1851.32,865240
4/9/2019,2069.90,2102.40,2035.50,2094.71,1881.36,802560
4/10/2019,2084.00,2108.00,2065.00,2097.38,1883.75,835500
4/11/2019,2090.00,2107.39,2081.04,2099.81,1885.95,976450
4/12/2019,2102.73,2143.00,2090.50,2136.11,1918.55,1303510
4/15/2019,2136.20,2156.00,2125.10,2133.20,1915.93,646040
4/16/2019,2153.00,2154.18,2120.00,2127.05,1910.41,617190
4/18/2019,2137.80,2147.00,2094.96,2102.39,1888.26,694610
4/22/2019,2085.00,2099.48,2034.50,2040.08,1832.30,615220
4/23/2019,2054.90,2054.90,2020.45,2031.49,1824.58,731720
4/24/2019,2040.00,2058.00,2014.00,2053.16,1844.04,804610
4/25/2019,2051.04,2063.90,2030.00,2034.02,1826.85,910660
4/26/2019,2035.10,2045.26,2017.50,2033.06,1825.99,637860
4/30/2019,2027.00,2040.00,2015.00,2036.83,1829.38,650900
5/2/2019,1999.00,2063.00,1986.00,2056.51,1847.05,1095340
5/3/2019,2057.10,2060.00,2034.00,2035.23,1827.94,523280
5/6/2019,2020.00,2048.57,2019.90,2034.99,1827.72,550680
5/7/2019,2047.00,2057.99,2027.01,2035.32,1828.02,489780
5/8/2019,2028.00,2047.00,2025.00,2033.66,1826.52,430210
5/9/2019,2031.50,2049.08,2022.76,2036.09,1828.71,437180
5/10/2019,2039.00,2041.76,2030.10,2035.40,1828.09,547550
5/13/2019,2005.00,2012.10,1860.00,1875.18,1684.19,3429730
5/14/2019,1831.00,1936.64,1820.50,1923.09,1727.22,3745110
5/15/2019,1927.50,2016.90,1923.10,1999.78,1796.10,2171650
5/16/2019,2005.00,2038.01,1952.50,2030.53,1823.71,1266530
5/17/2019,2020.00,2100.00,2005.42,2093.70,1880.45,1310990
5/20/2019,2145.00,2161.00,2107.36,2129.72,1912.81,1117100
5/21/2019,2124.00,2137.50,2081.21,2090.18,1877.29,603260
5/22/2019,2095.00,2130.00,2074.65,2122.47,1906.29,744680
5/23/2019,2136.10,2164.90,2014.93,2032.11,1825.14,1470400
5/24/2019,2055.00,2104.75,2035.00,2085.06,1872.70,1094940
5/27/2019,2091.00,2114.96,2076.50,2088.74,1875.99,662950
5/28/2019,2105.00,2105.00,2070.00,2079.01,1867.26,917320
5/29/2019,2088.00,2092.73,2036.06,2042.38,1834.36,689320
5/30/2019,2042.00,2049.99,1982.00,1989.15,1786.55,1347270
5/31/2019,2010.00,2026.32,1980.00,1994.78,1791.60,1118550
6/3/2019,1986.00,2007.00,1956.01,1994.81,1791.64,1577560
6/4/2019,1999.40,2036.00,1978.35,2004.34,1800.20,1279550
6/6/2019,2019.00,2036.00,1995.59,2008.38,1803.82,1262960
6/7/2019,2014.39,2021.99,1985.00,1999.78,1796.10,722710
6/10/2019,2019.50,2032.07,2002.51,2013.15,1808.10,426260
6/11/2019,2017.66,2022.09,2000.04,2013.20,1808.15,429390
6/12/2019,2015.20,2020.00,1997.30,2010.59,1805.81,418760
6/13/2019,2004.80,2020.00,1990.00,2016.20,1810.85,597650
6/14/2019,2000.00,2014.99,1960.00,1976.70,1775.37,480610
6/17/2019,1975.01,1999.00,1963.80,1972.79,1771.85,486340
6/18/2019,1975.00,1993.80,1956.58,1973.19,1772.21,550870
6/19/2019,1983.00,2009.90,1970.00,1979.07,1777.50,847590
6/20/2019,1989.90,1989.90,1962.00,1979.31,1777.72,716150
6/21/2019,1979.00,1989.90,1965.32,1971.92,1771.08,546620
6/24/2019,1977.10,1983.09,1891.21,1909.82,1715.30,1240360
6/25/2019,1910.06,1924.89,1883.10,1911.69,1716.98,1296560
6/26/2019,1905.01,1932.50,1905.01,1915.19,1720.12,816920
6/27/2019,1915.19,1966.90,1915.19,1947.93,1749.53,1183940
6/28/2019,1954.95,1963.48,1908.00,1913.88,1718.95,760460
7/1/2019,1929.00,1974.99,1920.00,1962.53,1762.64,1021530
7/2/2019,1930.00,2028.88,1929.90,2013.74,1808.64,1431860
7/3/2019,2010.00,2015.00,1958.06,1965.01,1764.87,922730
7/4/2019,1975.46,2009.50,1963.60,1982.54,1780.62,1051340
7/5/2019,1994.93,2004.50,1958.19,1964.51,1764.42,753860
7/8/2019,1968.00,1975.36,1885.10,1903.29,1709.44,991410
7/9/2019,1918.00,1929.54,1873.01,1903.86,1709.95,1295640
7/10/2019,1899.00,1927.09,1865.00,1875.10,1684.12,831210
7/11/2019,1891.49,1906.67,1882.00,1903.42,1709.55,695000
7/12/2019,1898.42,1910.00,1886.00,1895.53,1702.47,833100
7/15/2019,1910.00,1919.80,1878.75,1883.39,1691.56,500530
7/16/2019,1887.00,1910.00,1865.41,1904.13,1710.19,602940
7/17/2019,1905.00,1905.00,1831.01,1843.37,1655.62,940840
7/18/2019,1853.00,1858.12,1835.00,1840.60,1653.13,683830
7/19/2019,1852.70,1854.00,1750.00,1766.40,1586.49,1841410
7/22/2019,1772.50,1779.41,1697.49,1707.20,1533.32,2334480
7/23/2019,1720.00,1738.14,1704.16,1709.84,1535.70,1131400
7/24/2019,1710.05,1715.49,1617.50,1638.10,1482.10,2450250
7/25/2019,1620.00,1671.98,1618.78,1643.69,1610.00,2059680
7/26/2019,1644.39,1747.69,1632.72,1718.66,1683.43,2300560
7/29/2019,1700.00,1700.00,1634.00,1638.81,1605.23,1531070
7/30/2019,1649.00,1672.50,1600.93,1616.35,1583.23,1821980
7/31/2019,1625.20,1645.17,1597.66,1634.81,1601.30,1548640
8/1/2019,1595.00,1676.00,1578.60,1656.28,1622.34,2568280
8/2/2019,1615.00,1711.19,1613.33,1690.50,1655.86,3003440
8/5/2019,1687.20,1687.20,1634.01,1650.40,1616.58,1434390
8/6/2019,1641.00,1714.45,1641.00,1701.07,1666.21,1321600
